"key","Genres","IMDbRating","IMDbVotes","MovieDirector","MoviePoster","MoviePosterSrc","MovieTitle","ReleasedYear","Runtime","Seeds","URL","UploadedTime","Uploader","YTSLikes"
"","Comedy / Crime / Drama / Mystery / Thriller","7.1","459397","Rian Johnson","
            ","https://img.yts.mx/assets/images/movies/glass_onion_a_knives_out_mystery_2022/medium-cover.jpg","Glass Onion","2022","2hr21min","100+","https://yts.mx/movies/glass-onion-2022","January 01, 2022 at 06:44 PM","FREEMAN","222"
"","Action / Adventure / Crime / Mystery / Thriller / Western","5.0","1104","Naveen A. Chathapuram","
            ","https://img.yts.mx/assets/images/movies/the_last_victim_2021/medium-cover.jpg","The Last Victim","2021","1hr51min","null","https://yts.mx/movies/the-last-victim-2021","June 30, 2022 at 01:25 AM","FREEMAN","11"
"","Action / Drama / History / Thriller / War","8.2","702029","Sam Mendes","
            ","https://img.yts.mx/assets/images/movies/1917_2019/medium-cover.jpg","1917","2019","1hr58min","100+","https://yts.mx/movies/1917-2019","March 21, 2020 at 02:29 AM","FREEMAN","551"
"","Action / Animation / Comedy / Sci-Fi","8.3","3198","Yôichi Fujita","
            ","https://img.yts.mx/assets/images/movies/gintama_the_movie_the_final_chapter_be_forever_yorozuya_2013/medium-cover.jpg","Gintama the Movie: The Final Chapter - Be Forever Yorozuya","2013 ","1hr50min","null","https://yts.mx/movies/gintama-the-movie-the-final-chapter-be-forever-yorozuya-2013","November 04, 2021 at 03:08 AM","FREEMAN","11"
"","Action / Adventure / Comedy / History / Sci-Fi","6.4","1231","Yûichi Fukuda","
            ","https://img.yts.mx/assets/images/movies/gintama_2_rules_are_made_to_be_broken_2018/medium-cover.jpg","Gintama 2: Rules are Made to be Broken","2018 ","2hr14min","null","https://yts.mx/movies/gintama-2-rules-are-made-to-be-broken-2018","September 04, 2019 at 02:23 PM","FREEMAN","36"
"","Action / Comedy / Sci-Fi","4.8","2607","Martin Sofiedal","
            ","https://img.yts.mx/assets/images/movies/blasted_2022/medium-cover.jpg","Blasted","2022 ","1hr55min","null","https://yts.mx/movies/blasted-2022","June 28, 2022 at 03:25 PM","FREEMAN","8"
"","Action / Drama / History","6.9","76818","Gina Prince-Bythewood","
            ","https://img.yts.mx/assets/images/movies/the_woman_king_2022/medium-cover.jpg","The Woman King","2022","2hr14min","100+","https://yts.mx/movies/the-woman-king-2022","September 13, 2023 at 09:22 AM","FREEMAN","160"
"","Action / Adventure / Animation / Comedy / Family / Fantasy","5.9","536","David H. Brooks","
            ","https://img.yts.mx/assets/images/movies/mickey_saves_christmas_2022/medium-cover.jpg","Mickey Saves Christmas","2022","12hr22min","null","https://yts.mx/movies/mickey-saves-christmas-2022","December 06, 2022 at 02:43 PM","FREEMAN","6"
"","Action / Thriller","3.4","269","Jared Cohn","
            ","https://img.yts.mx/assets/images/movies/a_stalker_in_the_house_2021/medium-cover.jpg","A Stalker in the House","2021","1hr24min","null","https://yts.mx/movies/a-stalker-in-the-house-2021","August 24, 2022 at 12:47 AM","FREEMAN","3"
"","Adventure / Comedy / Drama / Family / Fantasy / Sport","6.1","8928","Paul Hoen","
            ","https://img.yts.mx/assets/images/movies/the_luck_of_the_irish_2001/medium-cover.jpg","The Luck of the Irish","2001","1hr25min","null","https://yts.mx/movies/the-luck-of-the-irish-2001","March 29, 2024 at 12:45 AM","FREEMAN","11"
"","Adventure / Comedy / Drama / Family / Fantasy / Musical","5.1","43246","Robert Zemeckis","
            ","https://img.yts.mx/assets/images/movies/pinocchio_2022/medium-cover.jpg","Pinocchio","2022","1hr57min","null","https://yts.mx/movies/pinocchio-2022","December 13, 2023 at 08:48 AM","FREEMAN","103"
"","Biography / Crime / Drama / Mystery / Thriller","6.8","82558","Tobias Lindholm","
            ","https://img.yts.mx/assets/images/movies/the_good_nurse_2022/medium-cover.jpg","The Good Nurse","2022","2hr3min","null","https://yts.mx/movies/the-good-nurse-2022","December 01, 2022 at 01:21 PM","FREEMAN","89"
"","Action / Romance","5.7","1340","Tosca Musk","
            ","https://img.yts.mx/assets/images/movies/gabriels_rapture_2020/medium-cover.jpg","Gabriel's Rapture","2021","1hr45min","null","https://yts.mx/movies/gabriels-rapture-2021","August 01, 2020 at 08:39 AM","FREEMAN","59"
"","Action / Thriller","4.6","2798","Michael J. Bassett","
            ","https://img.yts.mx/assets/images/movies/endangered_species_2021/medium-cover.jpg","Endangered Species","2021","1hr41min","null","https://yts.mx/movies/endangered-species-2021","May 25, 2021 at 01:34 AM","FREEMAN","19"
"","Action / Drama / War","6.3","14855","Atom Egoyan","
            ","https://img.yts.mx/assets/images/movies/ararat_2002/medium-cover.jpg","Ararat","2002","1hr55min","null","https://yts.mx/movies/ararat-2002","January 13, 2021 at 07:44 PM","FREEMAN","11"
"","Action / Comedy / Drama / Romance","5.6","3290","Younuts","
            ","https://img.yts.mx/assets/images/movies/under_the_riccione_sun_2020/medium-cover.jpg","Under the Riccione Sun","2020 ","1hr42min","null","https://yts.mx/movies/under-the-riccione-sun-2020","July 01, 2020 at 12:53 PM","FREEMAN","6"
"","Action / Biography / Crime / Drama","8.2","576316","Martin Scorsese","
            ","https://img.yts.mx/assets/images/movies/Casino_1995/medium-cover.jpg","Casino","1995","2hr58min","100+","https://yts.mx/movies/casino-1995","June 29, 2022 at 04:24 PM","OTTO","236"
"","Comedy / Drama / Family / Fantasy / Music / Musical","7.0","29756","Matthew Warchus","
            ","https://img.yts.mx/assets/images/movies/roald_dahls_matilda_the_musical_2022/medium-cover.jpg","Matilda: The Musical","2022","1hr57min","null","https://yts.mx/movies/matilda-the-musical-2022","March 09, 2023 at 01:30 PM","FREEMAN","47"
"","Action / Adventure / Animation / Comedy / Crime / Family / Fantasy / Mystery / Sci-Fi","6.9","48049","Akiva Schaffer","
            ","https://img.yts.mx/assets/images/movies/chip_n_dale_rescue_rangers_2022/medium-cover.jpg","Chip 'n Dale: Rescue Rangers","2022","1hr36min","null","https://yts.mx/movies/chip-n-dale-rescue-rangers-2022","May 22, 2022 at 01:17 PM","FREEMAN","99"
"","Action / Comedy / Drama / War","7.9","454733","Taika Waititi","
            ","https://img.yts.mx/assets/images/movies/jojo_rabbit_2019/medium-cover.jpg","Jojo Rabbit","2019","1hr48min","100+","https://yts.mx/movies/jojo-rabbit-2019","February 14, 2020 at 08:25 PM","FREEMAN","288"
"","Action / Biography / Drama / Sport","8.1","499658","James Mangold","
            ","https://img.yts.mx/assets/images/movies/ford_v_ferrari_2019/medium-cover.jpg","Ford v Ferrari","2019","2hr32min","100+","https://yts.mx/movies/ford-v-ferrari-2019","February 06, 2020 at 03:06 AM","FREEMAN","594"
"","Action / Drama / Mystery","6.9","851","Sang-il Lee","
            ","https://img.yts.mx/assets/images/movies/the_wandering_moon_2022/medium-cover.jpg","The Wandering Moon","2022 ","2hr30min","null","https://yts.mx/movies/the-wandering-moon-2022","December 08, 2022 at 06:46 PM","FREEMAN","6"
"","Action / Documentary","7.7","4825","Ryan White","
            ","https://img.yts.mx/assets/images/movies/good_night_oppy_2022/medium-cover.jpg","Good Night Oppy","2022","1hr44min","null","https://yts.mx/movies/good-night-oppy-2022","November 27, 2022 at 05:58 PM","FREEMAN","25"
"","Comedy / Family / Music","5.5","516","Nikki Parsons","
            ","https://img.yts.mx/assets/images/movies/the_hip_hop_nutcracker_2022/medium-cover.jpg","The Hip Hop Nutcracker","2022","12hr44min","null","https://yts.mx/movies/the-hip-hop-nutcracker-2022","December 02, 2022 at 07:32 AM","FREEMAN","8"
"","Family / Music","7.5","1239","Jamal Sims","
            ","https://img.yts.mx/assets/images/movies/encanto_at_the_hollywood_bowl_2022/medium-cover.jpg","Encanto at the Hollywood Bowl","2022","12hr45min","null","https://yts.mx/movies/encanto-at-the-hollywood-bowl-2022","December 28, 2022 at 10:04 PM","FREEMAN","9"
"","Action / Horror / Thriller","3.1","2143","Justin Lee","
            ","https://img.yts.mx/assets/images/movies/maneater_2022/medium-cover.jpg","Maneater","2022","1hr27min","null","https://yts.mx/movies/maneater-2022","August 26, 2022 at 09:48 AM","FREEMAN","18"
"","Comedy / Drama / Family","5.7","11167","Peter Howitt","
            ","https://img.yts.mx/assets/images/movies/radio_rebel_2012/medium-cover.jpg","Radio Rebel","2012","1hr29min","null","https://yts.mx/movies/radio-rebel-2012","October 03, 2023 at 05:10 AM","FREEMAN","1"
"","Action / Comedy / Drama / Family / Fantasy","5.7","10014","Stuart Gillard","
            ","https://img.yts.mx/assets/images/movies/twitches_2005/medium-cover.jpg","The Witches of Coventry","2005","1hr26min","null","https://yts.mx/movies/the-witches-of-coventry-2005","March 25, 2021 at 06:57 PM","FREEMAN","11"
"","Horror / Mystery / Thriller","7.0","208162","Zach Cregger","
            ","https://img.yts.mx/assets/images/movies/barbarian_2022/medium-cover.jpg","Barbarian","2022","1hr42min","100+","https://yts.mx/movies/barbarian-2022","October 27, 2022 at 08:43 AM","FREEMAN","153"
"","Action / Romance","5.9","542","Tosca Musk","
            ","https://img.yts.mx/assets/images/movies/gabriels_rapture_part_three_2022/medium-cover.jpg","Gabriel's Rapture: Part Three","2022","2hr12min","null","https://yts.mx/movies/gabriels-rapture-part-three-2022","August 16, 2022 at 04:54 AM","FREEMAN","9"
"","Action / Adventure / Drama / Horror / Sci-Fi / Thriller","4.9","26999","Mark Raso","
            ","https://img.yts.mx/assets/images/movies/awake_2021/medium-cover.jpg","Awake","2021","1hr37min","null","https://yts.mx/movies/awake-2021","July 30, 2021 at 05:52 AM","FREEMAN","86"
"","Action / Comedy / Romance","7.0","29982","Bharat Nalluri","
            ","https://img.yts.mx/assets/images/movies/miss_pettigrew_lives_for_a_day_2008/medium-cover.jpg","Miss Pettigrew Lives for a Day","2008","1hr31min","null","https://yts.mx/movies/miss-pettigrew-lives-for-a-day-2008","October 08, 2020 at 12:53 PM","FREEMAN","17"
"","Action / Biography / Drama / Music / Romance","7.0","35333","Alex Cox","
            ","https://img.yts.mx/assets/images/movies/sid_and_nancy_1986/medium-cover.jpg","Sid and Nancy","1986","1hr53min","null","https://yts.mx/movies/sid-and-nancy-1986","May 15, 2022 at 11:37 AM","FREEMAN","26"
"","Drama / Mystery / Thriller","5.4","7382","Christopher MacBride","
            ","https://img.yts.mx/assets/images/movies/the_education_of_fredrick_fitzell_2020_2020/medium-cover.jpg","Flashback","2020","1hr37min","null","https://yts.mx/movies/flashback-2020","June 05, 2021 at 04:19 PM","FREEMAN","44"
"","Action / Biography / Drama / Sport","8.1","387267","Martin Scorsese","
            ","https://img.yts.mx/assets/images/movies/Raging_Bull_1980/medium-cover.jpg","Raging Bull","1980","2hr9min","null","https://yts.mx/movies/raging-bull-1980","March 15, 2023 at 05:40 PM","OTTO","139"
"","Action / Adventure","6.3","270582","Ruben Fleischer","
            ","https://img.yts.mx/assets/images/movies/uncharted_2022/medium-cover.jpg","Uncharted","2022","1hr55min","100+","https://yts.mx/movies/uncharted-2022","April 26, 2022 at 11:55 AM","FREEMAN","416"
"","Action / Comedy / Crime / Drama / Mystery / Thriller","7.9","794706","Rian Johnson","
            ","https://img.yts.mx/assets/images/movies/knives_out_2019/medium-cover.jpg","Knives Out","2019","2hr10min","100+","https://yts.mx/movies/knives-out-2019","March 19, 2020 at 04:03 PM","FREEMAN","512"
"","Action / Comedy / Drama / Romance","7.9","353549","Noah Baumbach","
            ","https://img.yts.mx/assets/images/movies/marriage_story_2019/medium-cover.jpg","Marriage Story","2019","2hr17min","null","https://yts.mx/movies/marriage-story-2019","September 14, 2023 at 06:20 AM","FREEMAN","240"
"","Action / Comedy / Drama / Romance","6.2","1194","Martin Ritt","
            ","https://img.yts.mx/assets/images/movies/pete_n_tillie_1972/medium-cover.jpg","Pete 'n' Tillie","1972","1hr40min","null","https://yts.mx/movies/pete-n-tillie-1972","March 04, 2021 at 09:28 PM","FREEMAN","7"
"","Action / Adventure / Comedy / Fantasy / Sci-Fi","6.9","98295","James Gunn","
            ","https://img.yts.mx/assets/images/movies/the_guardians_of_the_galaxy_holiday_special_2022/medium-cover.jpg","The Guardians of the Galaxy Holiday Special","2022","12hr41min","100+","https://yts.mx/movies/the-guardians-of-the-galaxy-holiday-special-2022","November 30, 2022 at 05:58 AM","FREEMAN","161"
"","Action / Adventure / Crime / Mystery / Thriller","3.8","2216","Edward Drake","
            ","https://img.yts.mx/assets/images/movies/detective_knight_rogue_2022/medium-cover.jpg","Detective Knight: Rogue","2022","1hr45min","null","https://yts.mx/movies/detective-knight-rogue-2022","November 19, 2022 at 04:09 PM","FREEMAN","32"
"","Adventure","5.5","171","Diede in 't Veld","
            ","https://img.yts.mx/assets/images/movies/silverstar_2022/medium-cover.jpg","Silverstar","2022 ","1hr22min","null","https://yts.mx/movies/silverstar-2022","January 19, 2023 at 10:13 AM","FREEMAN","3"
"","Action / Horror","5.1","5816","Joe Begos","
            ","https://img.yts.mx/assets/images/movies/christmas_bloody_christmas_2022/medium-cover.jpg","Christmas Bloody Christmas","2022","1hr26min","null","https://yts.mx/movies/christmas-bloody-christmas-2022","December 10, 2022 at 01:51 AM","FREEMAN","32"
"","Action / Drama / Family / Fantasy / Romance","5.4","16360","Peter DeLuise","
            ","https://img.yts.mx/assets/images/movies/16_wishes_2010/medium-cover.jpg","16 Wishes","2010","1hr30min","null","https://yts.mx/movies/16-wishes-2010","January 06, 2021 at 03:27 AM","FREEMAN","12"
"","Action / Adventure / Comedy / Crime / Family","4.8","3342","Paul Hoen","
            ","https://img.yts.mx/assets/images/movies/dadnapped_2009/medium-cover.jpg","Dadnapped","2008","1hr23min","null","https://yts.mx/movies/dadnapped-2008","March 09, 2022 at 09:54 PM","FREEMAN","4"
"","Action / Drama / Horror / Thriller","7.0","123904","Ti West","
            ","https://img.yts.mx/assets/images/movies/pearl_2022/medium-cover.jpg","Pearl","2022","1hr42min","100+","https://yts.mx/movies/pearl-2022","November 08, 2022 at 09:44 AM","FREEMAN","123"
"","Action / Drama / Romance","2.9","10734","Tomasz Mandes","
            ","https://img.yts.mx/assets/images/movies/the_next_365_days_2022/medium-cover.jpg","The Next 365 Days","2022 ","1hr53min","null","https://yts.mx/movies/the-next-365-days-2022","December 08, 2022 at 04:53 AM","FREEMAN","40"
"","Action / Comedy / Drama","6.6","43681","Paul Weitz","
            ","https://img.yts.mx/assets/images/movies/fatherhood_2021/medium-cover.jpg","Fatherhood","2021","1hr49min","null","https://yts.mx/movies/fatherhood-2021","June 17, 2022 at 03:57 AM","FREEMAN","139"
"","Action / Adventure / Biography / Drama / History","7.4","30701","Phillip Noyce","
            ","https://img.yts.mx/assets/images/movies/long_walk_home_2002/medium-cover.jpg","Rabbit-Proof Fence","2002","1hr34min","null","https://yts.mx/movies/rabbit-proof-fence-2002","December 17, 2018 at 03:29 PM","FREEMAN","16"
"","Action / Drama / Music / Musical / Romance","6.5","24672","Albert Magnoli","
            ","https://img.yts.mx/assets/images/movies/purple_rain_1984/medium-cover.jpg","Purple Rain","1984","1hr51min","null","https://yts.mx/movies/purple-rain-1984","April 26, 2016 at 12:27 AM","FREEMAN","44"
"","Action / Sci-Fi / Thriller","5.5","63525","Antoine Fuqua","
            ","https://img.yts.mx/assets/images/movies/infinite_2021/medium-cover.jpg","Infinite","2021","1hr46min","100+","https://yts.mx/movies/infinite-2021","January 20, 2022 at 05:12 PM","FREEMAN","235"
"","Action / Drama / History / War","8.1","368266","Michael Cimino","
            ","https://img.yts.mx/assets/images/movies/The_Deer_Hunter_1978/medium-cover.jpg","The Deer Hunter","1978","3hr3min","100+","https://yts.mx/movies/the-deer-hunter-1978","March 26, 2023 at 06:07 PM","OTTO","136"
"","Action / Adventure / Horror / Sci-Fi / Thriller","5.1","158895","Daniel Espinosa","
            ","https://img.yts.mx/assets/images/movies/morbius_2022/medium-cover.jpg","Morbius","2022","1hr44min","null","https://yts.mx/movies/morbius-2022","June 03, 2022 at 03:09 PM","FREEMAN","374"
"","Action / Adventure / Comedy / Romance","6.1","165714","Adam Nee","
            ","https://img.yts.mx/assets/images/movies/the_lost_city_2022/medium-cover.jpg","The Lost City","2022","1hr51min","100+","https://yts.mx/movies/the-lost-city-2022","July 10, 2022 at 01:35 PM","FREEMAN","274"
"","Action / Biography / Crime / Drama","7.8","441232","Martin Scorsese","
            ","https://img.yts.mx/assets/images/movies/the_irishman_2019/medium-cover.jpg","The Irishman","2019","3hr29min","100+","https://yts.mx/movies/the-irishman-2019","August 27, 2022 at 08:27 PM","FREEMAN","545"
"","Action / Crime / Drama / Mystery / Thriller","7.8","830867","Matt Reeves","
            ","https://img.yts.mx/assets/images/movies/the_batman_2022/medium-cover.jpg","The Batman","2022","2hr56min","100+","https://yts.mx/movies/the-batman-2022","May 13, 2022 at 03:11 PM","FREEMAN","673"
"","Action / Adventure / Drama / Fantasy / Thriller","5.8","50543","Roar Uthaug","
            ","https://img.yts.mx/assets/images/movies/troll_2022/medium-cover.jpg","Troll","2022 ","1hr43min","null","https://yts.mx/movies/troll-2022","December 06, 2022 at 06:58 PM","FREEMAN","114"
"","Action / Crime / Drama","5.0","2004","Daniel Markowicz","
            ","https://img.yts.mx/assets/images/movies/lesson_plan_2022/medium-cover.jpg","Lesson Plan","2022 ","1hr39min","null","https://yts.mx/movies/lesson-plan-2022","November 23, 2022 at 11:21 AM","FREEMAN","7"
"","Action / Comedy / Drama / Romance","7.1","1996","Kevin Fair","
            ","https://img.yts.mx/assets/images/movies/taking_a_shot_at_love_2021/medium-cover.jpg","Taking a Shot at Love","2021","1hr23min","null","https://yts.mx/movies/taking-a-shot-at-love-2021","March 13, 2021 at 05:34 PM","FREEMAN","10"
"","Action / Comedy / Crime / Fantasy / Thriller","6.7","103565","Tommy Wirkola","
            ","https://img.yts.mx/assets/images/movies/violent_night_2022/medium-cover.jpg","Violent Night","2022","1hr51min","100+","https://yts.mx/movies/violent-night-2022","January 21, 2023 at 02:40 PM","FREEMAN","138"
